SnesAddressHex,SnesAddress,Name,Comment,UsedStatus
$AA8005,11173893,CommonAA_GrappleAI_SamusLatchesOn,,USED
$AA800A,11173898,CommonAA_GrappleAI_KillEnemy,,USED
$AA800F,11173903,CommonAA_GrappleAI_CancelGrappleBeam,,USED
$AA8014,11173908,CommonAA_GrappleAI_SamusLatchesOn_NoInvincibility,,USED
$AA8019,11173913,UNUSED_CommonAA_GrappleAI_SamusLatchesOn_ParalyzeEnemy_A3801,,USED
$AA801E,11173918,CommonAA_GrappleAI_HurtSamus,,USED
$AA8023,11173923,CommonAA_NormalEnemyTouchAI,,USED
$AA8028,11173928,CommonAA_NormalTouchAI_NoDeathCheck,,USED
$AA802D,11173933,CommonAA_NormalEnemyShotAI,,USED
$AA8032,11173938,CommonAA_NormalEnemyShotAI_NoDeathCheck_NoEnemyShotGraphic,,USED
$AA8037,11173943,CommonAA_NormalEnemyPowerBombAI,,USED
$AA803C,11173948,CommonAA_NormalEnemyPowerBombAI_NoDeathCheck,,USED
$AA8041,11173953,CommonAA_NormalEnemyFrozenAI,,USED
$AA8046,11173958,CommonAA_CreateADudShot_JSL,,USED
$AA804B,11173963,RTS_AA804B,,USED
$AA804C,11173964,RTL_AA804C,,USED
$AA804D,11173965,Spritemap_CommonAA_Nothing,,USED
$AA804F,11173967,ExtendedSpritemap_CommonAA_Nothing,,USED
$AA8059,11173977,Hitbox_CommonAA_Nothing,,USED
$AA8067,11173991,InstList_CommonAA_DeleteEnemy,,USED
$AA8069,11173993,NOPNOP_AA8069,,USED
$AA806B,11173995,Instruction_CommonAA_Enemy0FB2_InY,,USED
$AA8074,11174004,Instruction_CommonAA3_SetEnemy0FB2ToRTS,,USED
$AA807B,11174011,RTS_AA807B,,USED
$AA807C,11174012,Instruction_CommonAA_DeleteEnemy,,USED
$AA808A,11174026,Instruction_CommonAA_CallFunctionInY,,USED
$AA8097,11174039,.manualReturn,,USED
$AA809C,11174044,Instruction_CommonAA_CallFunctionInY_WithA,,USED
$AA80AC,11174060,.manualReturn,,USED
$AA80B5,11174069,UNUSED_Instruction_CommonAA_CallExternalFunctionInY_AA80B5,,USED
$AA80CB,11174091,.externalFunction,,USED
$AA80CE,11174094,UNUSED_Inst_CommonAA_CallExternalFunctionInY_WithA_AA80CE,,USED
$AA80EA,11174122,.externalFunction,,USED
$AA80ED,11174125,Instruction_CommonAA_GotoY,,USED
$AA80F2,11174130,Instruction_CommonAA_GotoY_PlusY,,USED
$AA8100,11174144,.highByte,,USED
$AA8103,11174147,+,,USED
$AA8108,11174152,Instruction_CommonAA_DecrementTimer_GotoYIfNonZero,,USED
$AA8110,11174160,Instruction_CommonAA_DecrementTimer_GotoYIfNonZero_duplicate,,USED
$AA8118,11174168,Instruction_CommonAA_DecrementTimer_GotoY_PlusY_IfNonZero,,USED
$AA8123,11174179,Instruction_CommonAA_TimerInY,,USED
$AA812C,11174188,Instruction_CommonAA_SkipNextInstruction,,USED
$AA812F,11174191,Instruction_CommonAA_Sleep,,USED
$AA813A,11174202,Instruction_CommonAA_WaitYFrames,,USED
$AA814B,11174219,Instruction_CommonAA_TransferYBytesInYToVRAM,,USED
$AA8173,11174259,Instruction_CommonAA_EnableOffScreenProcessing,,USED
$AA817D,11174269,Instruction_CommonAA_DisableOffScreenProcessing,,USED
$AA8187,11174279,CommonAAEnemySpeeds_LinearlyIncreasing,,USED
$AA8189,11174281,CommonAAEnemySpeeds_LinearlyIncreasing_plus2,,USED
$AA818B,11174283,CommonAAEnemySpeeds_LinearlyIncreasing_plus4,,USED
$AA818D,11174285,CommonAAEnemySpeeds_LinearlyIncreasing_plus6,,USED
$AA838F,11174799,CommonAAEnemySpeeds_QuadraticallyIncreasing,,USED
$AA8390,11174800,CommonAAEnemySpeeds_QuadraticallyIncreasing_plus1,,UNUSED
$AA8391,11174801,CommonAAEnemySpeeds_QuadraticallyIncreasing_plus2,,USED
$AA8393,11174803,CommonAAEnemySpeeds_QuadraticallyIncreasing_plus4,,USED
$AA8395,11174805,CommonAAEnemySpeeds_QuadraticallyIncreasing_plus6,,USED
$AA8687,11175559,Palette_Torizo_OrbProjectile,,USED
$AA86A7,11175591,Palette_Torizo_BombTorizoStatue,,USED
$AA86C7,11175623,Palette_Torizo_InitialBombTorizo_SpritePalette1,,USED
$AA86E7,11175655,Palette_Torizo_InitialBombTorizo_SpritePalette2,,USED
$AA8707,11175687,Palette_Torizo_Normal_SpritePalette1,,USED
$AA8727,11175719,Palette_Torizo_Normal_SpritePalette2,,USED
$AA8747,11175751,Palette_Torizo_InitialGoldenTorizo_SpritePalette1,,USED
$AA8767,11175783,Palette_Torizo_InitialGoldenTorizo_SpritePalette2,,USED
$AA8787,11175815,Palette_Torizo_GoldenTorizo_SpritePalette1,,USED
$AA87A7,11175847,Palette_Torizo_GoldenTorizo_SpritePalette2,,USED
$AA87C7,11175879,Hitboxes_Torizo_Blank,,USED
$AA87C9,11175881,Spritemap_Torizo_Blank,,USED
$AA87D0,11175888,ExtendedSpritemap_Torizo_Blank,,USED
$AA87DA,11175898,UNUSED_Hitboxes_Torizo_AA87DA,,USED
$AA87E8,11175912,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_0,,USED
$AA87F6,11175926,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_1,,USED
$AA8804,11175940,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_2,,USED
$AA8812,11175954,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_3,,USED
$AA8820,11175968,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_4,,USED
$AA882E,11175982,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_5,,USED
$AA883C,11175996,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_6,,USED
$AA884A,11176010,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_7,,USED
$AA8858,11176024,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_8,,USED
$AA885A,11176026,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_9,,USED
$AA885C,11176028,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA885C,,USED
$AA886A,11176042,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_A,,USED
$AA886C,11176044,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA886C,,USED
$AA887A,11176058,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_B,,USED
$AA887C,11176060,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA887C,,USED
$AA888A,11176074,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_C,,USED
$AA888C,11176076,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA888C,,USED
$AA889A,11176090,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_D,,USED
$AA889C,11176092,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA889C,,USED
$AA88AA,11176106,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_E,,USED
$AA88AC,11176108,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA88AC,,USED
$AA88BA,11176122,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_F,,USED
$AA88BC,11176124,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_10,,USED
$AA88BE,11176126,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA88BE,,USED
$AA88CC,11176140,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_11,,USED
$AA88CE,11176142,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA88CE,,USED
$AA88DC,11176156,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_12,,USED
$AA88DE,11176158,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA88DE,,USED
$AA88EC,11176172,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_13,,USED
$AA88EE,11176174,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA88EE,,USED
$AA88FC,11176188,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_14,,USED
$AA88FE,11176190,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA88FE,,USED
$AA890C,11176204,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_15,,USED
$AA890E,11176206,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA890E,,USED
$AA891C,11176220,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_16,,USED
$AA892A,11176234,Hitboxes_Torizo_StandUp_SitDown_FacingLeft_17,,USED
$AA8938,11176248,UNUSED_Hitboxes_Torizo_StandUp_SitDown_FacingLeft_AA8938,,USED
$AA8946,11176262,Hitboxes_Torizo_StandUp_SitDown_FacingRight_0,,USED
$AA8954,11176276,Hitboxes_Torizo_StandUp_SitDown_FacingRight_1,,USED
$AA8962,11176290,Hitboxes_Torizo_StandUp_SitDown_FacingRight_2,,USED
$AA8970,11176304,Hitboxes_Torizo_StandUp_SitDown_FacingRight_3,,USED
$AA897E,11176318,Hitboxes_Torizo_StandUp_SitDown_FacingRight_4,,USED
$AA898C,11176332,Hitboxes_Torizo_StandUp_SitDown_FacingRight_5,,USED
$AA899A,11176346,Hitboxes_Torizo_StandUp_SitDown_FacingRight_6,,USED
$AA89A8,11176360,Hitboxes_Torizo_StandUp_SitDown_FacingRight_7,,USED
$AA89B6,11176374,Hitboxes_Torizo_StandUp_SitDown_FacingRight_8,,USED
$AA89B8,11176376,Hitboxes_Torizo_StandUp_SitDown_FacingRight_9,,USED
$AA89BA,11176378,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA89BA,,USED
$AA89C8,11176392,Hitboxes_Torizo_StandUp_SitDown_FacingRight_A,,USED
$AA89CA,11176394,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA89CA,,USED
$AA89D8,11176408,Hitboxes_Torizo_StandUp_SitDown_FacingRight_B,,USED
$AA89DA,11176410,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA89DA,,USED
$AA89E8,11176424,Hitboxes_Torizo_StandUp_SitDown_FacingRight_C,,USED
$AA89EA,11176426,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA89EA,,USED
$AA89F8,11176440,Hitboxes_Torizo_StandUp_SitDown_FacingRight_D,,USED
$AA89FA,11176442,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA89FA,,USED
$AA8A08,11176456,Hitboxes_Torizo_StandUp_SitDown_FacingRight_E,,USED
$AA8A0A,11176458,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA8A0A,,USED
$AA8A18,11176472,Hitboxes_Torizo_StandUp_SitDown_FacingRight_F,,USED
$AA8A1A,11176474,Hitboxes_Torizo_StandUp_SitDown_FacingRight_10,,USED
$AA8A1C,11176476,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA8A1C,,USED
$AA8A2A,11176490,Hitboxes_Torizo_StandUp_SitDown_FacingRight_11,,USED
$AA8A2C,11176492,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA8A2C,,USED
$AA8A3A,11176506,Hitboxes_Torizo_StandUp_SitDown_FacingRight_12,,USED
$AA8A3C,11176508,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA8A3C,,USED
$AA8A4A,11176522,Hitboxes_Torizo_StandUp_SitDown_FacingRight_13,,USED
$AA8A4C,11176524,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA8A4C,,USED
$AA8A5A,11176538,Hitboxes_Torizo_StandUp_SitDown_FacingRight_14,,USED
$AA8A5C,11176540,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA8A5C,,USED
$AA8A6A,11176554,Hitboxes_Torizo_StandUp_SitDown_FacingRight_15,,USED
$AA8A6C,11176556,UNSUED_Hitboxes_Torizo_StandUp_SitDown_FacingRight_AA8A6C,,USED
$AA8A7A,11176570,Hitboxes_Torizo_StandUp_SitDown_FacingRight_16,,USED
$AA8A88,11176584,Hitboxes_Torizo_StandUp_SitDown_FacingRight_17,,USED
$AA8A96,11176598,Spritemaps_Torizo_0,,USED
$AA8AAC,11176620,Spritemaps_Torizo_1,,USED
$AA8AC2,11176642,Spritemaps_Torizo_2,,USED
$AA8AD3,11176659,Spritemaps_Torizo_3,,USED
$AA8AE4,11176676,Spritemaps_Torizo_4,,USED
$AA8AF5,11176693,Spritemaps_Torizo_5,,USED
$AA8B1F,11176735,Spritemaps_Torizo_6,,USED
$AA8B80,11176832,Spritemaps_Torizo_7,,USED
$AA8C09,11176969,Spritemaps_Torizo_8,,USED
$AA8C10,11176976,Spritemaps_Torizo_9,,USED
$AA8C17,11176983,Spritemaps_Torizo_A,,USED
$AA8C1E,11176990,Spritemaps_Torizo_B,,USED
$AA8C25,11176997,UNUSED_Spritemaps_Torizo_AA8C25,,USED
$AA8C2C,11177004,UNUSED_Spritemaps_Torizo_AA8C2C,,USED
$AA8C33,11177011,Spritemaps_Torizo_C,,USED
$AA8CB7,11177143,Spritemaps_Torizo_D,,USED
$AA8D3B,11177275,Spritemaps_Torizo_E,,USED
$AA8DC4,11177412,Spritemaps_Torizo_E_miscount,,USED
$AA8E43,11177539,Spritemaps_Torizo_F,,USED
$AA8EC2,11177666,Spritemaps_Torizo_10,,USED
$AA8F46,11177798,Spritemaps_Torizo_12,,USED
$AA8FD4,11177940,Spritemaps_Torizo_13,,USED
$AA9044,11178052,Spritemaps_Torizo_14,,USED
$AA90AF,11178159,Spritemaps_Torizo_15,,USED
$AA911A,11178266,Spritemaps_Torizo_16,,USED
$AA918A,11178378,Spritemaps_Torizo_17,,USED
$AA91FA,11178490,Spritemaps_Torizo_18,,USED
$AA9265,11178597,Spritemaps_Torizo_19,,USED
$AA92D0,11178704,Spritemaps_Torizo_1A,,USED
$AA9340,11178816,Spritemaps_Torizo_1B,,USED
$AA9365,11178853,Spritemaps_Torizo_1C,,USED
$AA9380,11178880,Spritemaps_Torizo_1D,,USED
$AA939B,11178907,Spritemaps_Torizo_1E,,USED
$AA93B6,11178934,Spritemaps_Torizo_1F,,USED
$AA93D1,11178961,Spritemaps_Torizo_20,,USED
$AA93F6,11178998,Spritemaps_Torizo_21,,USED
$AA9411,11179025,Spritemaps_Torizo_22,,USED
$AA9436,11179062,Spritemaps_Torizo_23,,USED
$AA945B,11179099,Spritemaps_Torizo_24,,USED
$AA9476,11179126,Spritemaps_Torizo_25,,USED
$AA9491,11179153,Spritemaps_Torizo_26,,USED
$AA94AC,11179180,Spritemaps_Torizo_27,,USED
$AA94C7,11179207,Spritemaps_Torizo_28,,USED
$AA94EC,11179244,Spritemaps_Torizo_29,,USED
$AA9507,11179271,Spritemaps_Torizo_2A,,USED
$AA952C,11179308,Spritemaps_Torizo_2B,,USED
$AA95A6,11179430,Spritemaps_Torizo_2C,,USED
$AA9607,11179527,Spritemaps_Torizo_2D,,USED
$AA9672,11179634,Spritemaps_Torizo_2E,,USED
$AA96EC,11179756,Spritemaps_Torizo_2F,,USED
$AA9766,11179878,UNUSED_Spritemaps_Torizo_AA9766,,USED
$AA9786,11179910,Spritemaps_Torizo_30,,USED
$AA979C,11179932,Spritemaps_Torizo_31,,USED
$AA97B2,11179954,Spritemaps_Torizo_32,,USED
$AA97C3,11179971,Spritemaps_Torizo_33,,USED
$AA97D4,11179988,Spritemaps_Torizo_34,,USED
$AA97E5,11180005,Spritemaps_Torizo_35,,USED
$AA980F,11180047,UNUSED_Spritemaps_Torizo_AA980F,,USED
$AA9870,11180144,UNUSED_Spritemaps_Torizo_AA9870,,USED
$AA98F9,11180281,UNUSED_Spritemaps_Torizo_AA98F9,,USED
$AA9900,11180288,UNUSED_Spritemaps_Torizo_AA9900,,USED
$AA9907,11180295,UNUSED_Spritemaps_Torizo_AA9907,,USED
$AA990E,11180302,UNUSED_Spritemaps_Torizo_AA990E,,USED
$AA9915,11180309,UNUSED_Spritemaps_Torizo_AA9915,,USED
$AA991C,11180316,UNUSED_Spritemaps_Torizo_AA991C,,USED
$AA9923,11180323,UNUSED_Spritemaps_Torizo_AA9923,,USED
$AA992A,11180330,UNUSED_Spritemaps_Torizo_AA992A,,USED
$AA994A,11180362,Spritemaps_Torizo_36,,USED
$AA99CE,11180494,UNUSED_Spritemaps_Torizo_UnusedEntry_AA99CE,,USED
$AA99D3,11180499,Spritemaps_Torizo_37,,USED
$AA9A57,11180631,Spritemaps_Torizo_38,,USED
$AA9AE0,11180768,Spritemaps_Torizo_39,,USED
$AA9B5F,11180895,Spritemaps_Torizo_3A,,USED
$AA9BDE,11181022,Spritemaps_Torizo_3B,,USED
$AA9C62,11181154,Spritemaps_Torizo_3C,,USED
$AA9CF0,11181296,UNUSED_Spritemaps_Torizo_AA9CF0,,USED
$AA9CFC,11181308,UNUSED_Spritemaps_Torizo_AA9CFC,,USED
$AA9D12,11181330,UNUSED_Spritemaps_Torizo_AA9D12,,USED
$AA9D23,11181347,UNUSED_Spritemaps_Torizo_AA9D23,,USED
$AA9D34,11181364,Spritemaps_Torizo_3D,,USED
$AA9DA4,11181476,Spritemaps_Torizo_3E,,USED
$AA9E0F,11181583,Spritemaps_Torizo_3F,,USED
$AA9E7A,11181690,Spritemaps_Torizo_40,,USED
$AA9EEA,11181802,Spritemaps_Torizo_41,,USED
$AA9F5A,11181914,Spritemaps_Torizo_42,,USED
$AA9FC5,11182021,Spritemaps_Torizo_43,,USED
$AAA030,11182128,Spritemaps_Torizo_44,,USED
$AAA0A0,11182240,Spritemaps_Torizo_45,,USED
$AAA0C5,11182277,Spritemaps_Torizo_46,,USED
$AAA0E0,11182304,Spritemaps_Torizo_47,,USED
$AAA0FB,11182331,Spritemaps_Torizo_48,,USED
$AAA116,11182358,Spritemaps_Torizo_49,,USED
$AAA131,11182385,Spritemaps_Torizo_4A,,USED
$AAA156,11182422,Spritemaps_Torizo_4B,,USED
$AAA171,11182449,Spritemaps_Torizo_4C,,USED
$AAA196,11182486,Spritemaps_Torizo_4D,,USED
$AAA1BB,11182523,Spritemaps_Torizo_4E,,USED
$AAA1D6,11182550,Spritemaps_Torizo_4F,,USED
$AAA1F1,11182577,Spritemaps_Torizo_50,,USED
$AAA20C,11182604,Spritemaps_Torizo_51,,USED
$AAA227,11182631,Spritemaps_Torizo_52,,USED
$AAA24C,11182668,Spritemaps_Torizo_53,,USED
$AAA267,11182695,Spritemaps_Torizo_54,,USED
$AAA28C,11182732,Spritemaps_Torizo_55,,USED
$AAA306,11182854,Spritemaps_Torizo_56,,USED
$AAA367,11182951,Spritemaps_Torizo_57,,USED
$AAA3D2,11183058,Spritemaps_Torizo_58,,USED
$AAA44C,11183180,Spritemaps_Torizo_59,,USED
$AAA4C6,11183302,UNUSED_Spritemaps_Torizo_AAA4C6,,USED
$AAA4E6,11183334,UNUSED_ExtendedSpritemaps_Torizo_AAA4E6,,USED
$AAA4F0,11183344,ExtendedSpritemaps_Torizo_FacingScreen_Turning_Dodging,,USED
$AAA4FA,11183354,ExtendedSpritemaps_Torizo_WalkingLeft_RightLegMoving_0,,USED
$AAA51C,11183388,ExtendedSpritemaps_Torizo_WalkingLeft_RightLegMoving_1,,USED
$AAA53E,11183422,ExtendedSpritemaps_Torizo_WalkingLeft_RightLegMoving_2,,USED
$AAA560,11183456,ExtendedSpritemaps_Torizo_WalkingLeft_RightLegMoving_3,,USED
$AAA582,11183490,ExtendedSpritemaps_Torizo_WalkingLeft_RightLegMoving_4,,USED
$AAA5A4,11183524,ExtendedSpritemaps_Torizo_WalkingLeft_LeftLegMoving_0,,USED
$AAA5C6,11183558,ExtendedSpritemaps_Torizo_WalkingLeft_LeftLegMoving_1,,USED
$AAA5E8,11183592,ExtendedSpritemaps_Torizo_WalkingLeft_LeftLegMoving_2,,USED
$AAA60A,11183626,ExtendedSpritemaps_Torizo_WalkingLeft_LeftLegMoving_3,,USED
$AAA62C,11183660,ExtendedSpritemaps_Torizo_WalkingLeft_LeftLegMoving_4,,USED
$AAA64E,11183694,ExtendedSpritemaps_Torizo_Attacks_FaceLeft_RightFootForward,,USED
$AAA668,11183720,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_RightFootForward_0,,USED
$AAA682,11183746,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_RightFootForward_1,,USED
$AAA69C,11183772,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_RightFootForward_2,,USED
$AAA6B6,11183798,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_RightFootForward_3,,USED
$AAA6D0,11183824,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_RightFootForward_4,,USED
$AAA6EA,11183850,ExtendedSpritemaps_Torizo_Attacks_FaceLeft_LeftFootForward,,USED
$AAA704,11183876,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_LeftFootForward_0,,USED
$AAA71E,11183902,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_LeftFootForward_1,,USED
$AAA738,11183928,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_LeftFootForward_2,,USED
$AAA752,11183954,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_LeftFootForward_3,,USED
$AAA76C,11183980,ExtSpritemaps_Torizo_ChozoOrbs_FaceLeft_LeftFootForward_4,,USED
$AAA786,11184006,ExtSpritemap_Torizo_NonOrbAttacks_FaceLeft_LeftFootForward_0,,USED
$AAA7A0,11184032,ExtSpritemap_Torizo_NonOrbAttacks_FaceLeft_LeftFootForward_1,,USED
$AAA7C2,11184066,ExtSpritemap_Torizo_NonOrbAttacks_FaceLeft_LeftFootForward_2,,USED
$AAA7E4,11184100,ExtSpritemap_Torizo_NonOrbAttacks_FaceLeft_LeftFootForward_3,,USED
$AAA806,11184134,ExtSpritemap_Torizo_NonOrbAttacks_FaceLeft_LeftFootForward_4,,USED
$AAA828,11184168,ExtSpritemap_Torizo_NonOrbAttacks_FaceLeft_LeftFootForward_5,,USED
$AAA84A,11184202,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_RightFootForward_0,,USED
$AAA86C,11184236,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_RightFootForward_1,,USED
$AAA88E,11184270,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_RightFootForward_2,,USED
$AAA8B0,11184304,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_RightFootForward_3,,USED
$AAA8D2,11184338,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_LeftFootForward_0,,USED
$AAA8EC,11184364,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_LeftFootForward_1,,USED
$AAA906,11184390,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_LeftFootForward_2,,USED
$AAA920,11184416,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_LeftFootForward_3,,USED
$AAA93A,11184442,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_LeftFootForward_4,,USED
$AAA954,11184468,ExtSpritemap_Torizo_NonOrbAttack_FaceLeft_LeftFootForward_5,,USED
$AAA976,11184502,ExtSpritemap_Torizo_SonicBoom_Swipe_FaceLeft_LeftFootFwd_0,,USED
$AAA998,11184536,ExtSpritemap_Torizo_SonicBoom_Swipe_FaceLeft_LeftFootFwd_1,,USED
$AAA9BA,11184570,ExtSpritemap_Torizo_SonicBoom_Swipe_FaceLeft_LeftFootFwd_2,,USED
$AAA9DC,11184604,ExtSpritemap_Torizo_SonicBoom_Swipe_FaceLeft_LeftFootFwd_3,,USED
$AAA9FE,11184638,UNUSED_ExtendedSpritemaps_Torizo_AAA9FE,,USED
$AAAA08,11184648,UNUSED_ExtendedSpritemaps_Torizo_AAAA08,,USED
$AAAA12,11184658,ExtendedSpritemaps_Torizo_StandUp_SitDown_FacingLeft_0,,USED
$AAAA1C,11184668,ExtendedSpritemaps_Torizo_StandUp_SitDown_FacingLeft_1,,USED
$AAAA26,11184678,ExtendedSpritemaps_Torizo_StandUp_SitDown_FacingLeft_2,,USED
$AAAA30,11184688,ExtendedSpritemaps_Torizo_StandUp_SitDown_FacingLeft_3,,USED
$AAAA3A,11184698,ExtendedSpritemaps_Torizo_StandUp_SitDown_FacingLeft_4,,USED
$AAAA4C,11184716,ExtendedSpritemaps_Torizo_StandUp_SitDown_FacingLeft_5,,USED
$AAAA5E,11184734,ExtendedSpritemaps_Torizo_StandUp_SitDown_FacingLeft_6,,USED
$AAAA70,11184752,UNUSED_ExtendedSpritemaps_Torizo_AAAA70,,USED
$AAAA7A,11184762,UNUSED_ExtendedSpritemaps_Torizo_AAAA7A,,USED
$AAAA84,11184772,UNUSED_ExtendedSpritemaps_Torizo_AAAA84,,USED
$AAAA8E,11184782,UNUSED_ExtendedSpritemaps_Torizo_AAAA8E,,USED
$AAAA98,11184792,ExtendedSpritemaps_Torizo_WalkingRight_LeftLegMoving_0,,USED
$AAAABA,11184826,ExtendedSpritemaps_Torizo_WalkingRight_LeftLegMoving_1,,USED
$AAAADC,11184860,ExtendedSpritemaps_Torizo_WalkingRight_LeftLegMoving_2,,USED
$AAAAFE,11184894,ExtendedSpritemaps_Torizo_WalkingRight_LeftLegMoving_3,,USED
$AAAB20,11184928,ExtendedSpritemaps_Torizo_WalkingRight_LeftLegMoving_4,,USED
$AAAB42,11184962,ExtendedSpritemaps_Torizo_WalkingRight_RightLegMoving_0,,USED
$AAAB64,11184996,ExtendedSpritemaps_Torizo_WalkingRight_RightLegMoving_1,,USED
$AAAB86,11185030,ExtendedSpritemaps_Torizo_WalkingRight_RightLegMoving_2,,USED
$AAABA8,11185064,ExtendedSpritemaps_Torizo_WalkingRight_RightLegMoving_3,,USED
$AAABCA,11185098,ExtendedSpritemaps_Torizo_WalkingRight_RightLegMoving_4,,USED
$AAABEC,11185132,ExtendedSpritemaps_Torizo_Attacks_FaceRight_LeftFootForward,,USED
$AAAC06,11185158,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_LeftFootForward_0,,USED
$AAAC20,11185184,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_LeftFootForward_1,,USED
$AAAC3A,11185210,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_LeftFootForward_2,,USED
$AAAC54,11185236,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_LeftFootForward_3,,USED
$AAAC6E,11185262,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_LeftFootForward_4,,USED
$AAAC88,11185288,ExtendedSpritemaps_Torizo_Attacks_FaceRight_RightFootForward,,USED
$AAACA2,11185314,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_RightFootForward_0,,USED
$AAACBC,11185340,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_RightFootForward_1,,USED
$AAACD6,11185366,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_RightFootForward_2,,USED
$AAACF0,11185392,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_RightFootForward_3,,USED
$AAAD0A,11185418,ExtSpritemaps_Torizo_ChozoOrbs_FaceRight_RightFootForward_4,,USED
$AAAD24,11185444,ExtSpritemap_Torizo_NonOrbAttacks_FaceRight_LeftFootFwd_0,,USED
$AAAD3E,11185470,ExtSpritemap_Torizo_NonOrbAttacks_FaceRight_LeftFootFwd_1,,USED
$AAAD60,11185504,ExtSpritemap_Torizo_NonOrbAttacks_FaceRight_LeftFootFwd_2,,USED
$AAAD82,11185538,ExtSpritemap_Torizo_NonOrbAttacks_FaceRight_LeftFootFwd_3,,USED
$AAADA4,11185572,ExtSpritemap_Torizo_NonOrbAttacks_FaceRight_LeftFootFwd_4,,USED
